sample,label,pred,correct,input_ev,hid_spk,t_ms,L1_ev,L2_ev,L3_ev,L4_ev
2397,2,8,0,1253,25,6.47,1253,25,34,111
2398,2,2,1,1150,55,5.08,1150,55,80,123
2399,2,2,1,916,65,4.61,916,65,68,128
2400,2,2,1,798,42,3.9,798,42,80,103
2401,2,2,1,943,57,3.9,943,57,65,133
2402,2,2,1,1019,39,3.86,1019,39,57,105
2403,2,2,1,1259,77,4.49,1259,77,73,125
2404,2,2,1,1060,66,5.44,1060,66,68,116
2405,2,2,1,1097,58,4.73,1097,58,82,141
2406,2,2,1,486,27,3.91,486,27,40,101
2407,2,2,1,973,37,4.12,973,37,58,95
2408,2,2,1,737,63,3.61,737,63,76,130
2409,2,2,1,933,48,3.65,933,48,67,133
2410,2,2,1,1162,62,5.79,1162,62,63,119
2411,2,2,1,1375,30,4.49,1375,30,47,95
2412,2,2,1,847,36,3.68,847,36,55,104
2413,2,2,1,1129,53,4.77,1129,53,84,136
2414,2,2,1,1338,48,5.07,1338,48,65,135
2415,2,2,1,1144,45,4.34,1144,45,74,168
2416,2,2,1,1001,31,4.09,1001,31,51,107
2417,2,2,1,856,62,4.07,856,62,58,110
2418,2,2,1,1321,46,4.22,1321,46,54,96
2419,2,2,1,786,36,3.1,786,36,55,115
2420,2,2,1,1026,54,5.21,1026,54,67,112
2421,2,2,1,1000,54,3.51,1000,54,63,123
2422,2,2,1,1280,51,5.45,1280,51,73,132
2423,2,2,1,1035,45,4.34,1035,45,65,136
2424,2,2,1,1004,36,4.74,1004,36,72,121
2425,2,2,1,1007,55,4.25,1007,55,65,119
2426,2,2,1,1357,63,4.47,1357,63,60,109
2427,2,2,1,938,35,4.73,938,35,56,119
2428,2,2,1,1109,40,5.39,1109,40,59,113
2429,2,2,1,1021,55,5.08,1021,55,54,110
2430,2,2,1,845,62,4.15,845,62,64,114
2431,2,2,1,1195,70,5.3,1195,70,87,136
2432,2,2,1,1140,70,4.23,1140,70,63,128
2433,2,2,1,848,42,3.92,848,42,71,139
2434,2,2,1,1113,56,3.95,1113,56,82,138
2435,2,2,1,933,68,4.15,933,68,74,139
2436,2,2,1,1058,50,3.81,1058,50,55,104
2437,2,2,1,885,65,4.05,885,65,66,139
2438,2,2,1,954,58,4.25,954,58,85,142
2439,2,8,0,970,38,4.43,970,38,37,111
2440,2,2,1,1145,57,5.3,1145,57,75,148
2441,2,2,1,961,48,3.79,961,48,56,116
2442,2,2,1,984,41,4.9,984,41,45,92
2443,2,2,1,970,54,3.77,970,54,73,121
2444,2,2,1,614,27,3.04,614,27,27,65
2445,2,2,1,705,46,3.64,705,46,52,100
2446,2,2,1,1221,54,4.31,1221,54,59,114
2447,2,2,1,1170,64,4.82,1170,64,63,111
2448,2,2,1,1075,50,6.1,1075,50,68,128
2449,2,2,1,830,42,3.94,830,42,55,110
2450,2,2,1,1063,30,4.36,1063,30,55,104
2451,2,2,1,1083,66,4.61,1083,66,79,135
2452,2,2,1,1016,57,4.14,1016,57,71,142
2453,2,2,1,1012,68,4.54,1012,68,66,121
2454,2,2,1,848,65,3.52,848,65,56,87
2455,2,2,1,1156,62,4.74,1156,62,67,113
2456,2,2,1,1106,60,4.85,1106,60,66,125
2457,2,2,1,1012,60,6.62,1012,60,68,126
2458,2,2,1,1245,21,4.46,1245,21,27,70
2459,2,2,1,1157,67,4.23,1157,67,73,141
2460,2,2,1,692,46,3.5,692,46,62,108
2461,2,2,1,855,29,4.14,855,29,38,67
2462,2,2,1,1221,72,5.45,1221,72,81,153
2463,2,2,1,978,69,3.98,978,69,73,133
2464,2,2,1,946,42,5.06,946,42,52,105
2465,2,2,1,1144,69,4.29,1144,69,68,130
2466,2,3,0,1170,22,4.27,1170,22,27,69
2467,2,2,1,956,53,3.91,956,53,69,127
2468,2,2,1,715,46,3.89,715,46,61,126
2469,2,2,1,1040,78,4.92,1040,78,84,142
2470,2,2,1,1237,57,7.23,1237,57,68,113
2471,2,2,1,964,47,3.84,964,47,45,115
2472,2,1,0,856,60,4.04,856,60,65,116
2473,2,2,1,1113,44,5.05,1113,44,66,127
2474,2,2,1,865,33,3.65,865,33,60,105
2475,2,2,1,829,57,4.17,829,57,90,144
2476,2,2,1,747,53,4.67,747,53,58,103
2477,2,2,1,662,29,3.82,662,29,51,108
2478,2,2,1,912,47,3.88,912,47,59,107
2479,2,2,1,1056,55,3.79,1056,55,65,120
2480,2,2,1,922,61,5.05,922,61,77,144
2481,2,2,1,960,66,3.94,960,66,68,128
2482,2,2,1,779,47,4.26,779,47,60,121
2483,2,2,1,1035,57,4.01,1035,57,73,130
2484,2,2,1,1099,46,4.17,1099,46,57,114
2485,2,2,1,835,65,3.71,835,65,73,124
2486,2,2,1,1202,39,3.94,1202,39,60,117
2487,2,2,1,923,65,3.65,923,65,65,121
2488,2,2,1,826,37,3.76,826,37,46,106
2489,2,2,1,833,47,3.55,833,47,49,98
2490,2,2,1,559,42,3.06,559,42,48,83
2491,2,2,1,1122,51,4.53,1122,51,49,95
2492,2,2,1,1039,62,4.53,1039,62,58,101
2493,2,2,1,1216,48,5.25,1216,48,65,128
2494,2,2,1,901,66,4.0,901,66,70,124
2495,2,2,1,905,36,3.85,905,36,52,111
2496,2,2,1,775,41,4.58,775,41,60,112
2497,2,2,1,1164,80,4.35,1164,80,87,140
2498,2,2,1,1056,75,4.29,1056,75,74,140
2499,2,3,0,1426,32,5.3,1426,32,33,111
2500,2,2,1,790,49,4.08,790,49,79,139
2501,2,2,1,801,38,3.52,801,38,46,91
2502,2,2,1,898,52,4.88,898,52,47,113
2503,2,2,1,865,62,5.18,865,62,61,104
2504,2,2,1,1014,60,4.61,1014,60,56,107
2505,2,2,1,1384,48,4.63,1384,48,72,135
2506,2,2,1,1273,42,4.54,1273,42,51,106
2507,2,2,1,935,50,3.96,935,50,41,104
2508,2,2,1,959,66,4.38,959,66,62,118
2509,2,2,1,877,38,3.86,877,38,51,112
2510,2,8,0,668,33,4.42,668,33,37,117
2511,2,2,1,980,57,3.89,980,57,81,136
2512,2,3,0,928,24,4.35,928,24,25,75
2513,2,2,1,1211,29,5.15,1211,29,44,92
2514,2,2,1,1267,42,6.24,1267,42,54,104
2515,2,2,1,951,43,4.22,951,43,69,123
2516,2,8,0,1181,37,4.57,1181,37,49,125
2517,2,2,1,929,55,3.78,929,55,74,124
2518,2,2,1,834,60,3.91,834,60,61,109
2519,2,2,1,818,36,3.68,818,36,62,154
2520,2,2,1,968,46,5.11,968,46,82,136
2521,2,2,1,1017,46,4.15,1017,46,58,116
2522,2,2,1,973,55,4.01,973,55,58,116
2523,2,2,1,900,43,3.72,900,43,60,109
2524,2,2,1,917,46,4.49,917,46,70,118
2525,2,2,1,1019,27,4.11,1019,27,34,62
2526,2,2,1,1346,57,5.06,1346,57,72,137
2527,2,2,1,1090,65,4.98,1090,65,82,144
2528,2,2,1,1028,53,5.53,1028,53,62,119
2529,2,3,0,706,31,3.96,706,31,52,111
2530,2,2,1,1014,45,4.03,1014,45,84,139
2531,2,2,1,1067,59,3.99,1067,59,75,136
2532,2,2,1,879,65,4.21,879,65,65,121
2533,2,2,1,921,60,3.83,921,60,63,128
2534,2,2,1,1344,50,5.25,1344,50,59,116
2535,2,2,1,1181,58,4.02,1181,58,64,120
2536,2,2,1,1029,39,4.25,1029,39,55,109
2537,2,2,1,1411,51,5.51,1411,51,23,64
2538,2,2,1,961,57,4.32,961,57,60,122
2539,2,2,1,903,61,4.51,903,61,72,131
2540,2,2,1,839,39,3.94,839,39,51,111
2541,2,2,1,1006,48,3.97,1006,48,65,123
2542,2,2,1,891,57,4.22,891,57,87,150
2543,2,2,1,944,43,5.12,944,43,63,109
2544,2,2,1,563,37,3.17,563,37,60,122
2545,2,2,1,1123,66,3.87,1123,66,77,133
2546,2,2,1,980,42,3.6,980,42,46,111
2547,2,2,1,839,47,4.22,839,47,75,132
2548,2,2,1,988,41,3.8,988,41,49,116
2549,2,2,1,871,30,6.57,871,30,61,120
2550,2,7,0,922,37,5.29,922,37,62,89
2551,2,2,1,1014,46,4.03,1014,46,46,117
2552,2,2,1,736,33,3.55,736,33,66,115
2553,2,2,1,910,35,3.53,910,35,62,117
2554,2,2,1,1011,56,4.71,1011,56,58,97
2555,2,2,1,969,35,3.88,969,35,36,97
2556,2,2,1,941,40,3.58,941,40,61,135
2557,2,2,1,926,52,4.67,926,52,63,126
2558,2,9,0,713,32,4.37,713,32,36,85
2559,2,2,1,1106,67,4.23,1106,67,70,120
2560,2,2,1,879,62,4.07,879,62,51,102
2561,2,2,1,1106,60,4.99,1106,60,62,107
2562,2,2,1,1156,44,4.23,1156,44,67,118
2563,2,2,1,1040,45,4.98,1040,45,74,127
2564,2,7,0,1045,26,4.02,1045,26,43,62
2565,2,2,1,871,56,4.37,871,56,67,102
2566,2,2,1,784,41,4.2,784,41,75,123
2567,2,2,1,824,49,4.5,824,49,50,104
2568,2,2,1,800,33,3.67,800,33,48,116
2569,2,2,1,821,38,4.0,821,38,55,110
2570,2,2,1,1390,42,7.17,1390,42,53,100
2571,2,8,0,1098,35,5.94,1098,35,38,103
2572,2,2,1,934,53,3.83,934,53,59,109
2573,2,2,1,961,80,4.59,961,80,75,126
2574,2,2,1,824,35,4.76,824,35,54,105
2575,2,2,1,1058,48,4.04,1058,48,60,115
2576,2,2,1,1022,55,4.76,1022,55,71,108
2577,2,2,1,735,48,3.96,735,48,71,139
2578,2,2,1,1075,74,5.69,1075,74,65,130
2579,2,2,1,1121,51,4.08,1121,51,56,117
2580,2,2,1,1141,62,5.6,1141,62,69,123
2581,2,2,1,884,45,4.58,884,45,65,131
2582,2,2,1,874,50,4.74,874,50,63,97
2583,2,2,1,662,52,3.55,662,52,72,127
2584,2,8,0,699,25,3.63,699,25,40,103
2585,2,2,1,986,62,4.13,986,62,61,99
2586,2,2,1,870,62,3.6,870,62,72,136
2587,2,2,1,1300,48,4.87,1300,48,70,138
2588,2,2,1,911,63,4.06,911,63,68,136
2589,2,2,1,1096,26,5.37,1096,26,38,80
2590,2,2,1,1076,41,4.26,1076,41,55,116
2591,2,2,1,1125,54,4.52,1125,54,61,122
2592,2,2,1,1242,63,4.9,1242,63,84,131
2593,2,2,1,883,45,4.27,883,45,46,87
2594,2,2,1,1019,30,4.65,1019,30,56,115
2595,2,2,1,842,67,5.12,842,67,67,114
2596,2,2,1,1189,47,3.98,1189,47,50,96
2597,2,2,1,1344,51,4.44,1344,51,68,117
2598,2,2,1,964,47,3.7,964,47,37,91
2599,2,2,1,779,33,4.87,779,33,65,126
2600,2,2,1,818,46,4.13,818,46,52,109
2601,2,2,1,927,50,3.39,927,50,52,104
2602,2,2,1,792,49,4.18,792,49,51,101
2603,2,2,1,810,44,3.86,810,44,66,115
2604,2,2,1,1046,54,5.32,1046,54,69,126
2605,2,2,1,898,35,4.65,898,35,66,111
2606,2,2,1,1118,53,6.29,1118,53,60,126
2607,2,2,1,918,49,5.84,918,49,64,130
2608,2,2,1,769,34,3.92,769,34,56,98
2609,2,2,1,1052,63,4.74,1052,63,68,130
2610,2,2,1,1211,70,4.95,1211,70,77,137
2611,2,2,1,1355,48,5.06,1355,48,44,105
2612,2,2,1,1411,60,7.08,1411,60,66,114
2613,2,2,1,929,33,3.84,929,33,52,96
2614,2,2,1,1016,48,5.62,1016,48,68,112
2615,2,2,1,849,54,4.84,849,54,60,132
2616,2,2,1,1045,38,3.96,1045,38,56,115
2617,2,2,1,1091,78,4.42,1091,78,78,131
2618,2,2,1,695,68,3.41,695,68,74,130
2619,2,2,1,949,60,4.09,949,60,67,119
2620,2,2,1,805,54,3.76,805,54,61,121
2621,2,2,1,802,60,3.75,802,60,73,125
2622,2,2,1,1159,51,6.25,1159,51,45,105
2623,2,2,1,1026,68,4.16,1026,68,81,140
2624,2,2,1,713,55,4.11,713,55,68,126
2625,2,2,1,948,44,3.86,948,44,57,115
2626,2,2,1,1311,56,4.81,1311,56,51,98
2627,2,2,1,826,24,4.17,826,24,44,100
2628,2,2,1,1076,52,3.86,1076,52,51,98
2629,2,2,1,1276,56,4.7,1276,56,63,115
2630,2,2,1,879,66,3.96,879,66,64,131
2631,2,2,1,1088,34,3.85,1088,34,44,100
2632,2,7,0,948,23,6.42,948,23,19,50
2633,2,2,1,1188,53,4.74,1188,53,74,116
2634,2,3,0,838,33,4.17,838,33,35,91
2635,2,2,1,1180,44,4.6,1180,44,55,131
2636,2,2,1,981,37,4.5,981,37,48,116
2637,2,2,1,1135,73,4.88,1135,73,78,124
2638,2,2,1,751,33,3.67,751,33,56,103
2639,2,2,1,1212,60,4.62,1212,60,63,110
2640,2,2,1,919,58,4.96,919,58,67,116
2641,2,2,1,1286,59,5.62,1286,59,61,110
2642,2,2,1,901,60,4.03,901,60,74,121
2643,2,2,1,760,48,3.29,760,48,53,103
2644,2,3,0,1003,32,3.67,1003,32,37,108
2645,2,2,1,1166,65,4.55,1166,65,84,141
2646,2,2,1,1214,69,5.21,1214,69,73,133
2647,2,2,1,1171,55,4.64,1171,55,74,146
2648,2,2,1,1184,61,4.54,1184,61,70,142
2649,2,2,1,994,48,4.11,994,48,65,118
2650,2,2,1,1117,34,4.63,1117,34,64,144
2651,2,2,1,1266,40,4.18,1266,40,59,103
2652,2,2,1,1151,56,5.36,1151,56,65,119
2653,2,2,1,1046,43,4.92,1046,43,44,106
2654,2,2,1,1213,33,4.07,1213,33,35,85
2655,2,2,1,1012,42,5.11,1012,42,65,117
2656,2,2,1,1006,43,3.68,1006,43,61,122
2657,2,2,1,1263,46,4.8,1263,46,60,116
2658,2,2,1,1099,35,4.43,1099,35,58,119
2659,2,2,1,1238,70,4.79,1238,70,76,131
2660,2,2,1,1240,56,5.64,1240,56,47,99
2661,2,2,1,1314,60,4.49,1314,60,56,103
2662,2,2,1,1259,54,4.4,1259,54,58,102
2663,2,2,1,831,34,5.16,831,34,49,102
2664,2,2,1,1168,68,5.65,1168,68,73,148
2665,2,8,0,922,39,3.77,922,39,43,136
2666,2,2,1,1089,36,3.99,1089,36,36,90
2667,2,2,1,1091,55,5.39,1091,55,68,113
2668,2,2,1,1141,54,4.61,1141,54,51,111
2669,2,2,1,1142,48,5.19,1142,48,55,120
2670,2,2,1,1124,62,5.03,1124,62,74,135
2671,2,2,1,1207,57,3.96,1207,57,73,139
2672,2,2,1,1211,49,4.66,1211,49,73,127
2673,2,2,1,1349,45,5.45,1349,45,63,134
2674,2,2,1,1353,37,5.37,1353,37,52,99
2675,2,2,1,1264,63,4.09,1264,63,73,141
2676,2,2,1,1098,57,4.67,1098,57,79,139
2677,2,2,1,1262,47,6.14,1262,47,66,123
2678,2,2,1,1325,62,4.29,1325,62,75,129
2679,2,2,1,1266,76,4.77,1266,76,82,148
2680,2,2,1,1211,38,3.93,1211,38,64,115
2681,2,2,1,969,53,4.53,969,53,70,127
2682,2,2,1,1086,61,4.36,1086,61,76,116
2683,2,2,1,1050,57,4.22,1050,57,83,141
2684,2,2,1,1069,45,3.93,1069,45,67,120
2685,2,2,1,1170,71,3.96,1170,71,77,147
2686,2,2,1,989,42,4.96,989,42,61,123
2687,2,2,1,1258,66,4.34,1258,66,87,147
2688,2,2,1,1088,72,4.01,1088,72,82,140
2689,2,2,1,1140,53,5.25,1140,53,68,130
2690,2,2,1,1375,58,4.98,1375,58,63,106
2691,2,2,1,1219,52,5.86,1219,52,66,121
2692,2,2,1,920,70,5.48,920,70,63,113
2693,2,2,1,1124,68,3.89,1124,68,66,128
2694,2,2,1,1115,77,5.29,1115,77,69,127
2695,2,8,0,1002,39,4.29,1002,39,42,106
2696,2,2,1,1212,49,4.67,1212,49,49,94
2697,2,2,1,1250,51,4.78,1250,51,71,127
2698,2,2,1,1320,53,6.19,1320,53,56,102
2699,2,3,0,1266,32,5.17,1266,32,25,88
2700,2,2,1,1117,47,4.06,1117,47,68,122
2701,2,2,1,1359,47,4.3,1359,47,65,121
2702,2,2,1,1208,48,4.61,1208,48,62,120
2703,2,3,0,1098,43,5.6,1098,43,41,106
2704,2,2,1,1188,48,4.34,1188,48,69,141
2705,2,3,0,1164,30,4.09,1164,30,42,108
2706,2,2,1,1127,44,4.6,1127,44,66,111
2707,2,2,1,1271,50,5.53,1271,50,68,133
2708,2,2,1,1351,40,4.27,1351,40,42,81
2709,2,2,1,1182,46,4.31,1182,46,68,118
2710,2,2,1,1266,61,4.72,1266,61,74,129
2711,2,2,1,1182,68,4.64,1182,68,67,118
2712,2,2,1,1282,27,4.9,1282,27,37,76
2713,2,2,1,1089,35,8.14,1089,35,51,99
2714,2,2,1,1088,56,5.27,1088,56,81,155
2715,2,2,1,1154,59,4.86,1154,59,66,118
2716,2,2,1,967,42,5.36,967,42,69,123
2717,2,2,1,1122,61,5.37,1122,61,62,109
2718,2,2,1,939,74,4.46,939,74,78,124
2719,2,2,1,1024,63,4.14,1024,63,66,136
2720,2,2,1,822,62,4.32,822,62,70,132
2721,2,2,1,1196,66,4.28,1196,66,72,117
2722,2,2,1,1099,66,5.48,1099,66,69,123
2723,2,2,1,1046,49,5.15,1046,49,69,127
2724,2,2,1,840,39,3.5,840,39,46,95
2725,2,2,1,904,67,4.01,904,67,76,131
2726,2,2,1,1238,42,5.31,1238,42,72,134
2727,2,2,1,1217,51,5.38,1217,51,63,112
2728,2,2,1,1381,48,6.08,1381,48,50,95
2729,2,2,1,1225,79,4.39,1225,79,86,145
2730,2,2,1,1275,59,4.5,1275,59,77,144
2731,2,2,1,1016,64,3.87,1016,64,66,119
2732,2,3,0,1038,27,4.71,1038,27,30,97
2733,2,2,1,882,40,4.65,882,40,52,109
2734,2,2,1,973,49,5.65,973,49,64,122
2735,2,2,1,1161,62,4.41,1161,62,74,146
2736,2,2,1,982,37,3.92,982,37,57,102
2737,2,2,1,987,33,3.79,987,33,46,117
2738,2,2,1,1047,55,3.95,1047,55,63,121
2739,2,2,1,930,31,3.68,930,31,33,64
2740,2,2,1,905,61,3.62,905,61,76,120
2741,2,2,1,945,75,4.08,945,75,77,143
2742,2,2,1,894,39,3.66,894,39,65,122
2743,2,2,1,860,26,3.96,860,26,38,82
2744,2,2,1,976,54,3.93,976,54,77,129
2745,2,2,1,1005,62,4.13,1005,62,63,127
2746,2,2,1,863,31,4.69,863,31,58,105
2747,2,2,1,802,57,3.73,802,57,71,129
2748,2,2,1,1040,47,5.21,1040,47,65,122
2749,2,2,1,1218,72,4.17,1218,72,62,125
2750,2,2,1,1224,57,3.99,1224,57,63,124
2751,2,2,1,1235,50,4.28,1235,50,50,120
2752,2,2,1,1135,37,4.0,1135,37,48,96
2753,2,2,1,1243,63,4.46,1243,63,68,127
2754,2,2,1,946,36,4.87,946,36,48,112
2755,2,2,1,1170,44,5.53,1170,44,40,106
2756,2,2,1,1184,50,5.74,1184,50,55,104
2757,2,2,1,1177,72,4.35,1177,72,74,140
2758,2,2,1,1136,58,4.17,1136,58,62,131
2759,2,2,1,1095,81,4.7,1095,81,81,130
2760,2,2,1,1103,63,4.29,1103,63,71,119
2761,2,2,1,1102,49,5.3,1102,49,74,132
2762,2,2,1,1056,54,4.19,1056,54,58,127
2763,2,2,1,1245,46,5.3,1245,46,61,125
2764,2,2,1,1094,33,5.1,1094,33,47,88
2765,2,2,1,1141,43,4.05,1141,43,59,121
2766,2,2,1,1141,44,4.22,1141,44,72,136
2767,2,2,1,1159,44,4.4,1159,44,68,127
2768,2,2,1,1170,52,5.72,1170,52,69,116
2769,2,2,1,1138,45,4.15,1138,45,60,116
2770,2,2,1,1164,49,4.79,1164,49,71,129
2771,2,2,1,1031,45,3.75,1031,45,67,120
2772,2,2,1,1216,41,5.33,1216,41,67,123
2773,2,2,1,1395,26,4.41,1395,26,36,81
2774,2,2,1,1232,54,5.09,1232,54,86,145
2775,2,2,1,1022,78,4.85,1022,78,87,153
2776,2,2,1,1104,66,4.33,1104,66,86,141
2777,2,2,1,996,59,5.0,996,59,88,144
2778,2,2,1,988,66,4.95,988,66,93,156
2779,2,2,1,1184,70,4.9,1184,70,81,139
2780,2,2,1,1137,66,4.0,1137,66,74,133
2781,2,2,1,1189,66,5.61,1189,66,80,133
2782,2,2,1,1030,65,4.1,1030,65,87,126
2783,2,2,1,1267,30,6.22,1267,30,39,112
2784,2,2,1,1287,74,5.47,1287,74,81,131
2785,2,2,1,699,56,3.73,699,56,71,122
2786,2,2,1,1161,69,5.09,1161,69,95,159
2787,2,2,1,1055,47,3.92,1055,47,60,109
2788,2,2,1,1260,43,5.29,1260,43,57,109
2789,2,2,1,1296,30,4.95,1296,30,48,97
2790,2,2,1,1312,40,4.41,1312,40,56,105
2791,2,2,1,1376,43,4.11,1376,43,50,89
2792,2,2,1,1247,36,4.82,1247,36,53,84
2793,2,2,1,971,51,4.05,971,51,75,130
2794,2,2,1,1193,36,4.4,1193,36,53,117
2795,2,2,1,1345,50,4.68,1345,50,54,112
2796,2,2,1,1050,41,4.81,1050,41,50,114
2797,2,2,1,1240,43,4.39,1240,43,59,114
2798,2,2,1,1180,41,4.59,1180,41,55,116
2799,2,2,1,1028,46,3.82,1028,46,61,100
2800,2,2,1,927,71,3.84,927,71,78,146
2801,2,2,1,776,70,3.86,776,70,69,136
2802,2,2,1,660,32,4.1,660,32,36,84
2803,2,2,1,665,43,3.56,665,43,62,133
2804,2,2,1,918,51,3.89,918,51,48,87
2805,2,6,0,718,60,4.85,718,60,73,129
2806,2,2,1,924,63,4.11,924,63,84,151
2807,2,2,1,827,52,3.8,827,52,62,136
2808,2,2,1,970,49,3.73,970,49,78,122
2809,2,2,1,645,39,3.28,645,39,61,105
2810,2,2,1,1040,53,4.71,1040,53,40,95
2811,2,2,1,985,63,5.32,985,63,83,161
2812,2,2,1,1035,27,4.33,1035,27,50,90
2813,2,2,1,1199,18,5.19,1199,18,42,82
2814,2,2,1,796,31,4.58,796,31,80,125
2815,2,2,1,1228,48,4.77,1228,48,68,124
2816,2,2,1,1033,54,5.01,1033,54,51,96
2817,2,2,1,1357,53,4.67,1357,53,64,117
2818,2,7,0,928,52,3.75,928,52,56,103
2819,2,2,1,971,54,3.89,971,54,64,136
2820,2,2,1,809,39,4.65,809,39,53,90
2821,2,2,1,1060,49,4.69,1060,49,63,118
2822,2,2,1,1242,62,5.3,1242,62,66,120
2823,2,2,1,744,63,4.78,744,63,65,119
2824,2,7,0,1078,39,5.8,1078,39,34,65
2825,2,2,1,1362,46,4.97,1362,46,56,115
2826,2,2,1,966,71,5.84,966,71,73,131
2827,2,2,1,903,67,4.34,903,67,63,127
2828,2,2,1,987,67,5.37,987,67,66,126
2829,2,2,1,1048,66,5.14,1048,66,66,123
2830,2,2,1,990,53,5.24,990,53,61,110
2831,2,2,1,973,76,4.49,973,76,80,136
2832,2,2,1,1038,64,5.24,1038,64,63,111
2833,2,2,1,1025,69,4.16,1025,69,70,136
2834,2,2,1,908,75,5.49,908,75,75,135
2835,2,2,1,803,67,3.94,803,67,79,126
2836,2,2,1,823,81,3.93,823,81,87,124
2837,2,2,1,733,57,3.46,733,57,71,116
2838,2,2,1,947,66,4.11,947,66,65,111
2839,2,2,1,960,49,4.16,960,49,63,132
2840,2,2,1,1076,52,4.08,1076,52,53,103
2841,2,2,1,1204,59,5.28,1204,59,67,118
2842,2,2,1,1159,49,4.85,1159,49,77,143
2843,2,2,1,1159,51,4.61,1159,51,65,114
2844,2,2,1,969,34,4.36,969,34,58,111
2845,2,2,1,1151,19,5.66,1151,19,35,88
2846,2,2,1,1205,42,5.68,1205,42,69,134
2847,2,2,1,1191,35,4.81,1191,35,53,94
2848,2,2,1,1174,50,3.95,1174,50,64,124
2849,2,2,1,988,48,3.67,988,48,79,139
2850,2,2,1,1093,54,4.26,1093,54,64,112
2851,2,2,1,1062,43,3.9,1062,43,62,138
2852,2,2,1,985,38,5.33,985,38,69,138
2853,2,2,1,1109,40,4.06,1109,40,46,101
2854,2,2,1,1159,41,4.39,1159,41,57,107
2855,2,2,1,1040,45,3.9,1040,45,65,120
2856,2,2,1,1001,36,3.93,1001,36,69,120
2857,2,2,1,1155,45,4.46,1155,45,69,130
2858,2,2,1,852,46,3.73,852,46,82,144
2859,2,2,1,1119,45,3.83,1119,45,62,127
2860,2,2,1,1188,53,4.6,1188,53,72,128
2861,2,2,1,1178,42,4.55,1178,42,46,97
2862,2,2,1,1185,51,5.68,1185,51,57,114
2863,2,2,1,1072,45,11.6,1072,45,68,127
2864,2,2,1,1319,38,21.85,1319,38,58,127
2865,2,2,1,1265,27,4.25,1265,27,60,119
2866,2,2,1,1146,27,5.94,1146,27,54,98
2867,2,2,1,916,35,4.07,916,35,52,111
2868,2,2,1,984,36,5.38,984,36,76,127
2869,2,2,1,984,21,4.85,984,21,45,112
2870,2,2,1,1250,27,5.84,1250,27,43,82
2871,2,2,1,1160,31,5.29,1160,31,64,116
2872,2,4,0,987,33,4.04,987,33,43,93
2873,2,2,1,1438,39,5.59,1438,39,55,104
2874,2,2,1,825,40,4.71,825,40,57,112
2875,2,2,1,886,50,5.92,886,50,72,140
2876,2,2,1,933,40,4.56,933,40,55,120
2877,2,2,1,1066,53,5.16,1066,53,65,124
2878,2,2,1,1174,45,7.77,1174,45,63,128
2879,2,2,1,971,51,4.39,971,51,57,118
2880,2,2,1,929,41,5.74,929,41,51,100
2881,2,2,1,875,38,3.64,875,38,57,119
2882,2,2,1,832,37,3.98,832,37,63,133
2883,2,0,0,1069,35,4.98,1069,35,53,115
2884,2,2,1,933,46,3.47,933,46,57,109
2885,2,2,1,1061,59,4.2,1061,59,76,132
2886,2,2,1,960,34,3.55,960,34,54,114
2887,2,2,1,930,41,4.07,930,41,77,130
2888,2,2,1,1199,29,5.47,1199,29,56,133
2889,2,2,1,1162,44,5.89,1162,44,56,120
2890,2,2,1,1080,19,4.15,1080,19,30,45
2891,2,2,1,1229,20,5.43,1229,20,34,85
2892,2,2,1,1016,34,4.25,1016,34,61,119
2893,2,2,1,828,42,5.74,828,42,46,107
2894,2,2,1,1098,27,5.47,1098,27,39,88
2895,2,2,1,951,40,3.53,951,40,59,113
2896,2,2,1,1064,33,4.49,1064,33,41,107
2897,2,7,0,893,35,4.72,893,35,50,88
2898,2,2,1,958,59,4.36,958,59,73,137
2899,2,2,1,1296,47,5.09,1296,47,58,126
2900,2,2,1,1381,41,4.6,1381,41,39,84
2901,2,2,1,1288,43,6.62,1288,43,48,99
2902,2,0,0,1183,30,5.03,1183,30,27,65
2903,2,2,1,1242,41,5.89,1242,41,62,122
2904,2,2,1,1248,46,4.77,1248,46,53,114
2905,2,2,1,1122,35,4.95,1122,35,55,122
2906,2,2,1,1077,51,4.32,1077,51,66,119
2907,2,2,1,1202,40,4.19,1202,40,51,112
2908,2,2,1,1259,37,5.31,1259,37,45,89
2909,2,2,1,1285,52,4.88,1285,52,84,141
2910,2,2,1,1113,46,5.29,1113,46,53,118
2911,2,2,1,1240,54,4.58,1240,54,74,142
2912,2,2,1,1222,37,4.42,1222,37,58,119
2913,2,2,1,1309,50,4.64,1309,50,58,128
2914,2,2,1,1391,42,5.11,1391,42,51,112
2915,2,2,1,1169,41,5.08,1169,41,56,117
2916,2,2,1,1009,54,4.01,1009,54,69,143
2917,2,2,1,1254,43,4.48,1254,43,65,119
2918,2,2,1,1214,57,4.26,1214,57,72,145
2919,2,2,1,1048,45,4.22,1048,45,71,133
2920,2,2,1,1085,35,4.06,1085,35,49,99
2921,2,2,1,1036,44,4.3,1036,44,50,117
2922,2,2,1,1189,47,4.44,1189,47,61,112
2923,2,2,1,1188,42,6.5,1188,42,59,116
2924,2,2,1,1124,52,5.47,1124,52,74,137
2925,2,2,1,1204,60,5.33,1204,60,82,141
2926,2,2,1,1135,55,4.35,1135,55,57,120
2927,2,2,1,1033,52,4.55,1033,52,75,122
2928,2,2,1,1182,62,4.44,1182,62,71,139
